"container.title","created","deposited","published.print","doi","indexed","issued","member","prefix","publisher","score","source","reference.count","references.count","is.referenced.by.count","title","type","url"
"MorphoSource Media","2019-11-20","2019-11-20","2019","10.17602/m2/m91086","2022-04-03","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M50395-91086","dataset","http://dx.doi.org/10.17602/m2/m91086"
"MorphoSource Media","2022-01-20","2022-01-20","2022","10.17602/m2/m64401","2022-04-03","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Whole Body [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m64401"
"MorphoSource Media","2018-08-29","2018-08-29","2018","10.17602/m2/m26219","2022-04-03","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M14638-26219","dataset","http://dx.doi.org/10.17602/m2/m26219"
"MorphoSource Media","2021-08-03","2021-08-03","2021","10.17602/m2/m92864","2022-04-03","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Sclerotic Ring [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m92864"
"MorphoSource Media","2018-12-28","2018-12-28","2018","10.17602/m2/m65904","2022-04-03","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M35747-65904","dataset","http://dx.doi.org/10.17602/m2/m65904"
"MorphoSource Media","2021-11-01","2021-11-01","2021","10.17602/m2/m383483","2022-04-03","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Skull [Mesh] [StrLight]","dataset","http://dx.doi.org/10.17602/m2/m383483"
"MorphoSource Media","2021-05-24","2021-05-24","2021","10.17602/m2/m353527","2022-04-03","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Dentary Fragment 3 [Mesh] [Synchro]","dataset","http://dx.doi.org/10.17602/m2/m353527"
"MorphoSource Media","2021-10-19","2021-10-19","2021","10.17602/m2/m63736","2022-04-03","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Whole Body [CTImageSeries] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m63736"
"MorphoSource Media","2020-02-18","2020-02-18","2020","10.17602/m2/m46290","2022-04-03","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M23602-46290","dataset","http://dx.doi.org/10.17602/m2/m46290"
"MorphoSource Media","2021-11-23","2021-11-23","2021","10.17602/m2/m74682","2022-04-03","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Femur [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m74682"
"MorphoSource Media","2018-08-28","2018-08-28","2018","10.17602/m2/m42323","2022-04-03","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M10355-42323","dataset","http://dx.doi.org/10.17602/m2/m42323"
"MorphoSource Media","2021-07-22","2021-07-22","2021","10.17602/m2/m68228","2022-04-03","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Femur [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m68228"
"MorphoSource Media","2018-08-29","2018-08-29","2018","10.17602/m2/m22087","2022-04-03","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M12969-22087","dataset","http://dx.doi.org/10.17602/m2/m22087"
"MorphoSource Media","2019-02-05","2019-02-05","2019","10.17602/m2/m2995","2022-04-03","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M3286-2995","dataset","http://dx.doi.org/10.17602/m2/m2995"
"MorphoSource Media","2018-11-25","2018-11-25","2018","10.17602/m2/m64566","2022-04-03","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M21542-64566","dataset","http://dx.doi.org/10.17602/m2/m64566"
"MorphoSource Media","2018-01-25","2018-01-25","2016","10.17602/m2/m17002","2022-04-03","2016","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M17002 from Deciduous dentition and dental eruption sequence of Bothriogenys fraasi","dataset","http://dx.doi.org/10.17602/m2/m17002"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m154870","2022-04-03","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M79363-154870","dataset","http://dx.doi.org/10.17602/m2/m154870"
"MorphoSource Media","2021-06-26","2021-06-26","2021","10.17602/m2/m165005","2022-04-04","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Humerus, Proximal End [CTImageSeries] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m165005"
"MorphoSource Media","2019-08-15","2019-08-15","2019","10.17602/m2/m28273","2022-04-03","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M15422-28273","dataset","http://dx.doi.org/10.17602/m2/m28273"
"MorphoSource Media","2018-01-25","2018-01-25","2017","10.17602/m2/m12299","2022-04-03","2017","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9150-12299","dataset","http://dx.doi.org/10.17602/m2/m12299"
"MorphoSource Media","2020-09-17","2020-09-17","2020","10.17602/m2/m155199","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M79534-155199","dataset","http://dx.doi.org/10.17602/m2/m155199"
"MorphoSource Media","2020-10-01","2020-10-01","2020","10.17602/m2/m157269","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M81602-157269","dataset","http://dx.doi.org/10.17602/m2/m157269"
"MorphoSource Media","2018-01-25","2018-01-25","2015","10.17602/m2/m5462","2022-04-04","2015","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M5462 from DNMNH Archive","dataset","http://dx.doi.org/10.17602/m2/m5462"
"MorphoSource Media","2021-06-01","2021-06-01","2021","10.17602/m2/m357940","2022-04-04","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Skull [Mesh] [StrLight]","dataset","http://dx.doi.org/10.17602/m2/m357940"
"MorphoSource Media","2018-08-28","2018-08-28","2018","10.17602/m2/m28629","2022-04-04","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M10510-28629","dataset","http://dx.doi.org/10.17602/m2/m28629"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168362","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M86924-168362","dataset","http://dx.doi.org/10.17602/m2/m168362"
"MorphoSource Media","2018-01-25","2018-01-25","2016","10.17602/m2/m10639","2022-04-04","2016","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M10639 from Vastan Primate Postcrania","dataset","http://dx.doi.org/10.17602/m2/m10639"
"MorphoSource Media","2020-06-12","2020-06-12","2020","10.17602/m2/m115954","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M64407-115954","dataset","http://dx.doi.org/10.17602/m2/m115954"
"MorphoSource Media","2020-09-17","2020-09-17","2020","10.17602/m2/m155189","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M79529-155189","dataset","http://dx.doi.org/10.17602/m2/m155189"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168348","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M86910-168348","dataset","http://dx.doi.org/10.17602/m2/m168348"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168476","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M87038-168476","dataset","http://dx.doi.org/10.17602/m2/m168476"
"MorphoSource Media","2018-09-25","2018-09-25","2018","10.17602/m2/m13044","2022-04-04","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9460-13044","dataset","http://dx.doi.org/10.17602/m2/m13044"
"MorphoSource Media","2020-05-04","2020-05-04","2020","10.17602/m2/m115577","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M25369-115577","dataset","http://dx.doi.org/10.17602/m2/m115577"
"MorphoSource Media","2018-05-21","2018-05-21","2018","10.17602/m2/m10779","2022-04-04","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M8557-10779","dataset","http://dx.doi.org/10.17602/m2/m10779"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168568","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M87130-168568","dataset","http://dx.doi.org/10.17602/m2/m168568"
"MorphoSource Media","2021-08-03","2021-08-03","2021","10.17602/m2/m125677","2022-04-04","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Synsacrum [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m125677"
"MorphoSource Media","2018-08-29","2018-08-29","2018","10.17602/m2/m31753","2022-04-04","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M17045-31753","dataset","http://dx.doi.org/10.17602/m2/m31753"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168485","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M87047-168485","dataset","http://dx.doi.org/10.17602/m2/m168485"
"MorphoSource Media","2020-02-17","2020-02-17","2020","10.17602/m2/m21087","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M12693-21087","dataset","http://dx.doi.org/10.17602/m2/m21087"
"MorphoSource Media","2019-06-13","2019-06-13","2019","10.17602/m2/m71552","2022-04-04","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M39338-71552","dataset","http://dx.doi.org/10.17602/m2/m71552"
"MorphoSource Media","2021-01-10","2021-01-10","2021","10.17602/m2/m170750","2022-04-04","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M88525-170750","dataset","http://dx.doi.org/10.17602/m2/m170750"
"MorphoSource Media","2018-01-25","2018-01-25","2016","10.17602/m2/m9979","2022-04-04","2016","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9979 from DNMNH Archive","dataset","http://dx.doi.org/10.17602/m2/m9979"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m154205","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M78800-154205","dataset","http://dx.doi.org/10.17602/m2/m154205"
"MorphoSource Media","2018-01-25","2018-01-25","2017","10.17602/m2/m13922","2022-04-04","2017","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M8310-13922","dataset","http://dx.doi.org/10.17602/m2/m13922"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168491","2022-04-04","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M87053-168491","dataset","http://dx.doi.org/10.17602/m2/m168491"
"MorphoSource Media","2021-11-17","2021-11-17","2021","10.17602/m2/m158210","2022-04-04","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Femur [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m158210"
"MorphoSource Media","2021-09-10","2021-09-10","2021","10.17602/m2/m381152","2022-04-06","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Trapezium And First Metacarpal [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m381152"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168329","2022-04-06","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M86891-168329","dataset","http://dx.doi.org/10.17602/m2/m168329"
"MorphoSource Media","2018-10-11","2018-10-11","2018","10.17602/m2/m6420","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M6530-6420","dataset","http://dx.doi.org/10.17602/m2/m6420"
"MorphoSource Media","2019-07-09","2019-07-09","2019","10.17602/m2/m56755","2022-04-06","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M27476-56755","dataset","http://dx.doi.org/10.17602/m2/m56755"
"MorphoSource Media","2020-07-07","2020-07-07","2020","10.17602/m2/m2101","2022-04-06","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M2316-2101","dataset","http://dx.doi.org/10.17602/m2/m2101"
"MorphoSource Media","2018-05-13","2018-05-13","2018","10.17602/m2/m13541","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9698-13541","dataset","http://dx.doi.org/10.17602/m2/m13541"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m154880","2022-04-06","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M79371-154880","dataset","http://dx.doi.org/10.17602/m2/m154880"
"MorphoSource Media","2018-08-28","2018-08-28","2018","10.17602/m2/m42342","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M10410-42342","dataset","http://dx.doi.org/10.17602/m2/m42342"
"MorphoSource Media","2018-08-11","2018-08-11","2018","10.17602/m2/m47586","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M24135-47586","dataset","http://dx.doi.org/10.17602/m2/m47586"
"MorphoSource Media","2018-08-29","2018-08-29","2018","10.17602/m2/m22019","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M12942-22019","dataset","http://dx.doi.org/10.17602/m2/m22019"
"MorphoSource Media","2019-01-25","2019-01-25","2019","10.17602/m2/m64443","2022-04-06","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M34811-64443","dataset","http://dx.doi.org/10.17602/m2/m64443"
"MorphoSource Media","2018-01-25","2018-01-25","2015","10.17602/m2/m2936","2022-04-06","2015","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M2936 from Lucas &amp; Copes MCZ scans","dataset","http://dx.doi.org/10.17602/m2/m2936"
"MorphoSource Media","2018-01-25","2018-01-25","2017","10.17602/m2/m12354","2022-04-06","2017","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9176-12354","dataset","http://dx.doi.org/10.17602/m2/m12354"
"MorphoSource Media","2021-02-22","2021-02-22","2021","10.17602/m2/m166363","2022-04-06","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Outer Enamel Surface (Oes), Right Lower First Molar [Mesh] [CT]","dataset","http://dx.doi.org/10.17602/m2/m166363"
"MorphoSource Media","2018-08-11","2018-08-11","2018","10.17602/m2/m38983","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M20562-38983","dataset","http://dx.doi.org/10.17602/m2/m38983"
"MorphoSource Media","2018-09-26","2018-09-26","2018","10.17602/m2/m37883","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M19991-37883","dataset","http://dx.doi.org/10.17602/m2/m37883"
"MorphoSource Media","2018-01-25","2018-01-25","2015","10.17602/m2/m5431","2022-04-05","2015","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M5431 from DNMNH Archive","dataset","http://dx.doi.org/10.17602/m2/m5431"
"MorphoSource Media","2018-08-08","2018-08-08","2018","10.17602/m2/m55262","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M28749-55262","dataset","http://dx.doi.org/10.17602/m2/m55262"
"MorphoSource Media","2021-08-09","2021-08-09","2021","10.17602/m2/m367327","2022-04-05","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Incomplete Articulated Machaeridian [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m367327"
"MorphoSource Media","2021-06-25","2021-06-25","2021","10.17602/m2/m164910","2022-04-05","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Femur, Midshaft [CTImageSeries] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m164910"
"MorphoSource Media","2018-05-21","2018-05-21","2018","10.17602/m2/m10671","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M8450-10671","dataset","http://dx.doi.org/10.17602/m2/m10671"
"MorphoSource Media","2018-09-25","2018-09-25","2018","10.17602/m2/m13707","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9766-13707","dataset","http://dx.doi.org/10.17602/m2/m13707"
"MorphoSource Media","2019-01-25","2019-01-25","2019","10.17602/m2/m54597","2022-04-06","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M28221-54597","dataset","http://dx.doi.org/10.17602/m2/m54597"
"MorphoSource Media","2018-10-11","2018-10-11","2018","10.17602/m2/m5629","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M6149-5629","dataset","http://dx.doi.org/10.17602/m2/m5629"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168339","2022-04-05","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M86901-168339","dataset","http://dx.doi.org/10.17602/m2/m168339"
"MorphoSource Media","2018-01-25","2018-01-25","2015","10.17602/m2/m2894","2022-04-06","2015","11818","10.17602","Duke University Libraries","0","Crossref","0","0","1","M2894 from Lucas &amp; Copes MCZ scans","dataset","http://dx.doi.org/10.17602/m2/m2894"
"MorphoSource Media","2018-12-13","2018-12-13","2018","10.17602/m2/m65463","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M35475-65463","dataset","http://dx.doi.org/10.17602/m2/m65463"
"MorphoSource Media","2018-07-25","2018-07-25","2018","10.17602/m2/m55369","2022-04-06","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M28831-55369","dataset","http://dx.doi.org/10.17602/m2/m55369"
"MorphoSource Media","2019-04-29","2019-04-29","2019","10.17602/m2/m52174","2022-04-06","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M27143-52174","dataset","http://dx.doi.org/10.17602/m2/m52174"
"MorphoSource Media","2018-01-25","2018-01-25","2017","10.17602/m2/m14135","2022-04-06","2017","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9988-14135","dataset","http://dx.doi.org/10.17602/m2/m14135"
"MorphoSource Media","2018-01-25","2018-01-25","2017","10.17602/m2/m12337","2022-04-05","2017","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9168-12337","dataset","http://dx.doi.org/10.17602/m2/m12337"
"MorphoSource Media","2019-08-15","2019-08-15","2019","10.17602/m2/m66000","2022-04-05","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M35822-66000","dataset","http://dx.doi.org/10.17602/m2/m66000"
"MorphoSource Media","2018-12-13","2018-12-13","2018","10.17602/m2/m65477","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M35480-65477","dataset","http://dx.doi.org/10.17602/m2/m65477"
"MorphoSource Media","2021-11-24","2021-11-24","2021","10.17602/m2/m393705","2022-04-05","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Ct Scan Slices Of Nms.G.1992.47.121.1.5 [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m393705"
"MorphoSource Media","2021-06-10","2021-06-10","2021","10.17602/m2/m367194","2022-04-05","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Lower Second Molar [Mesh] [CT]","dataset","http://dx.doi.org/10.17602/m2/m367194"
"MorphoSource Media","2018-05-23","2018-05-23","2018","10.17602/m2/m26262","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M14670-26262","dataset","http://dx.doi.org/10.17602/m2/m26262"
"MorphoSource Media","2019-09-13","2019-09-13","2019","10.17602/m2/m86250","2022-04-05","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M45008-86250","dataset","http://dx.doi.org/10.17602/m2/m86250"
"MorphoSource Media","2019-08-15","2019-08-15","2019","10.17602/m2/m67053","2022-04-05","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M36496-67053","dataset","http://dx.doi.org/10.17602/m2/m67053"
"MorphoSource Media","2018-09-26","2018-09-26","2018","10.17602/m2/m13935","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M9880-13935","dataset","http://dx.doi.org/10.17602/m2/m13935"
"MorphoSource Media","2018-01-25","2018-01-25","2017","10.17602/m2/m29250","2022-04-05","2017","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M15752-29250","dataset","http://dx.doi.org/10.17602/m2/m29250"
"MorphoSource Media","2021-06-25","2021-06-25","2021","10.17602/m2/m164891","2022-04-05","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Humerus, Proximal End [CTImageSeries] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m164891"
"MorphoSource Media","2019-08-14","2019-08-14","2019","10.17602/m2/m84353","2022-04-05","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","1","M46257-84353","dataset","http://dx.doi.org/10.17602/m2/m84353"
"MorphoSource Media","2018-08-29","2018-08-29","2018","10.17602/m2/m24027","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M13739-24027","dataset","http://dx.doi.org/10.17602/m2/m24027"
"MorphoSource Media","2018-08-29","2018-08-29","2018","10.17602/m2/m38008","2022-04-05","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M20106-38008","dataset","http://dx.doi.org/10.17602/m2/m38008"
"MorphoSource Media","2020-02-15","2020-02-15","2020","10.17602/m2/m49938","2022-04-05","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M25514-49938","dataset","http://dx.doi.org/10.17602/m2/m49938"
"MorphoSource Media","2021-11-01","2021-11-01","2021","10.17602/m2/m390416","2022-04-06","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Skull [Mesh] [StrLight]","dataset","http://dx.doi.org/10.17602/m2/m390416"
"MorphoSource Media","2021-10-19","2021-10-19","2021","10.17602/m2/m389611","2022-04-06","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","P1 Element [Mesh] [CT]","dataset","http://dx.doi.org/10.17602/m2/m389611"
"MorphoSource Media","2021-01-10","2021-01-10","2021","10.17602/m2/m170733","2022-04-06","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M88508-170733","dataset","http://dx.doi.org/10.17602/m2/m170733"
"MorphoSource Media","2018-01-25","2018-01-25","2015","10.17602/m2/m5516","2022-04-06","2015","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M5516 from DNMNH Archive","dataset","http://dx.doi.org/10.17602/m2/m5516"
"MorphoSource Media","2019-05-01","2019-05-01","2019","10.17602/m2/m52245","2022-04-06","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M27180-52245","dataset","http://dx.doi.org/10.17602/m2/m52245"
"MorphoSource Media","2022-10-10","2022-10-10","2022","10.17602/m2/m68582","2022-10-10","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Whole Body [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m68582"
"MorphoSource Media","2021-07-22","2021-07-22","2021","10.17602/m2/m82388","2022-03-29","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Pelvis [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m82388"
"MorphoSource Media","2022-01-06","2022-01-06","2022","10.17602/m2/m68621","2022-03-29","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Whole Body [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m68621"
"MorphoSource Media","2019-08-15","2019-08-15","2019","10.17602/m2/m65951","2022-03-29","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M35784-65951","dataset","http://dx.doi.org/10.17602/m2/m65951"
"MorphoSource Media","2018-08-11","2018-08-11","2018","10.17602/m2/m38981","2022-03-29","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M20562-38981","dataset","http://dx.doi.org/10.17602/m2/m38981"
"MorphoSource Media","2021-05-17","2021-05-17","2021","10.17602/m2/m350281","2022-03-29","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","B (Counterpart) [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m350281"
"MorphoSource Media","2021-07-22","2021-07-22","2021","10.17602/m2/m82375","2022-03-29","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Element Unspecified [CTImageSeries] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m82375"
"MorphoSource Media","2020-06-12","2020-06-12","2020","10.17602/m2/m115951","2022-03-29","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M64404-115951","dataset","http://dx.doi.org/10.17602/m2/m115951"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m154506","2022-03-29","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M79083-154506","dataset","http://dx.doi.org/10.17602/m2/m154506"
"MorphoSource Media","2022-03-09","2022-03-09","2022","10.17602/m2/m427957","2022-03-29","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Otolith  [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m427957"
"MorphoSource Media","2018-09-26","2018-09-26","2018","10.17602/m2/m11011","2022-03-29","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M8677-11011","dataset","http://dx.doi.org/10.17602/m2/m11011"
"MorphoSource Media","2021-05-05","2021-05-05","2021","10.17602/m2/m351215","2022-03-29","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Vomer [Mesh] [CT]","dataset","http://dx.doi.org/10.17602/m2/m351215"
"MorphoSource Media","2018-12-18","2018-12-18","2018","10.17602/m2/m65656","2022-03-29","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M35388-65656","dataset","http://dx.doi.org/10.17602/m2/m65656"
"MorphoSource Media","2020-12-17","2020-12-17","2020","10.17602/m2/m168970","2022-03-29","2020","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M87399-168970","dataset","http://dx.doi.org/10.17602/m2/m168970"
"MorphoSource Media","2022-01-21","2022-01-21","2022","10.17602/m2/m414558","2022-03-29","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Cervical Vertebra 9 (Retopologised Right Half) [Mesh] [Photogram]","dataset","http://dx.doi.org/10.17602/m2/m414558"
"MorphoSource Media","2019-01-25","2019-01-25","2019","10.17602/m2/m26635","2022-03-29","2019","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M14809-26635","dataset","http://dx.doi.org/10.17602/m2/m26635"
"MorphoSource Media","2022-03-07","2022-03-07","2022","10.17602/m2/m351736","2022-03-29","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Vertebra [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m351736"
"MorphoSource Media","2018-08-11","2018-08-11","2018","10.17602/m2/m44858","2022-03-29","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M23095-44858","dataset","http://dx.doi.org/10.17602/m2/m44858"
"MorphoSource Media","2021-07-22","2021-07-22","2021","10.17602/m2/m68224","2022-03-29","2021","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Scapula [Mesh] [Etc]","dataset","http://dx.doi.org/10.17602/m2/m68224"
"MorphoSource Media","2018-08-11","2018-08-11","2018","10.17602/m2/m38991","2022-03-29","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M20565-38991","dataset","http://dx.doi.org/10.17602/m2/m38991"
"MorphoSource Media","2018-08-28","2018-08-28","2018","10.17602/m2/m15046","2022-03-29","2018","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","M10345-15046","dataset","http://dx.doi.org/10.17602/m2/m15046"
"MorphoSource Media","2022-01-06","2022-01-06","2022","10.17602/m2/m64405","2022-03-29","2022","11818","10.17602","Duke University Libraries","0","Crossref","0","0","0","Whole Body [CTImageSeries] [CT]","dataset","http://dx.doi.org/10.17602/m2/m64405"
