"institution","id","type","doi","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","url","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue"
"Minnesota","10.5281/zenodo.166812","dois","10.5281/zenodo.166812","Zenodo",NA,NA,NA,NA,NA,NA,NA,2016,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/166812",9,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2016-11-16T00:27:56.000Z","2016-11-16T00:27:56.000Z","2016","2020-09-18T15:27:21.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.583307","dois","10.5281/zenodo.583307","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/583307",10,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-05-25T16:42:08.000Z","2017-05-25T16:42:08.000Z","2017","2020-09-18T20:39:13.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.591597","dois","10.5281/zenodo.591597","Zenodo",NA,NA,NA,NA,NA,NA,NA,2022,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","4.0.0","https://zenodo.org/record/591597",23,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,39,0,"2017-05-30T02:36:56Z","2017-05-30T02:36:56Z",NA,"2022-06-17T23:19:22Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.593807","dois","10.5281/zenodo.593807","Zenodo",NA,NA,NA,NA,NA,NA,NA,2020,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.7.2","https://zenodo.org/record/593807",28,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,29,0,"2017-05-30T02:43:40.000Z","2017-05-30T02:43:41.000Z","2020","2020-06-29T15:11:48.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.594947","dois","10.5281/zenodo.594947","Zenodo",NA,NA,NA,NA,NA,NA,NA,2020,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","20.05","https://zenodo.org/record/594947",11,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,17,0,"2017-05-30T02:46:54.000Z","2017-05-30T02:46:55.000Z","2020","2020-06-30T12:19:20.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.808831","dois","10.5281/zenodo.808831","Zenodo",NA,NA,NA,NA,NA,NA,NA,2021,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0.3","https://zenodo.org/record/808831",17,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,16,0,"2017-06-14T22:19:01Z","2017-06-14T22:19:02Z",NA,"2021-05-10T17:31:40Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.596220","dois","10.5281/zenodo.596220","Zenodo",NA,NA,NA,NA,NA,NA,NA,2022,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","3.0.7","https://zenodo.org/record/596220",6,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,4,0,"2017-06-29T22:16:17Z","2017-06-29T22:16:17Z",NA,"2022-05-13T23:18:32Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.824413","dois","10.5281/zenodo.824413","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/824413",2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,4,0,0,0,0,0,0,1,"2017-07-08T11:14:22.000Z","2017-07-08T11:14:23.000Z","2017","2020-09-18T21:31:11.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.824412","dois","10.5281/zenodo.824412","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/824412",2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2017-07-08T11:14:23.000Z","2017-07-08T11:14:24.000Z","2017","2020-09-18T21:31:11.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.597638","dois","10.5281/zenodo.597638","Zenodo",NA,NA,NA,NA,NA,NA,NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v2","https://zenodo.org/record/597638",14,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,10,0,"2017-07-24T14:24:57.000Z","2017-07-24T14:24:58.000Z","2019","2020-09-18T21:51:36.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.834326","dois","10.5281/zenodo.834326","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/834326",4,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-07-24T14:24:57.000Z","2017-07-24T14:24:57.000Z","2017","2020-09-18T21:51:36.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.838673","dois","10.5281/zenodo.838673","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/838673",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-08-03T13:58:38.000Z","2017-08-03T13:58:39.000Z","2017","2020-09-18T22:01:49.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.838672","dois","10.5281/zenodo.838672","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/838672",2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,2,0,"2017-08-03T13:58:39.000Z","2017-08-03T13:58:40.000Z","2017","2020-09-18T22:01:49.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.838744","dois","10.5281/zenodo.838744","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/838744",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-08-03T19:03:22.000Z","2017-08-03T19:03:23.000Z","2017","2020-09-18T22:02:52.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.888974","dois","10.5281/zenodo.888974","Zenodo",NA,NA,NA,NA,NA,NA,NA,2020,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.0.8","https://zenodo.org/record/888974",10,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,9,0,"2017-09-11T15:53:53.000Z","2017-09-11T15:53:54.000Z","2020","2020-06-19T21:51:57.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1009131","dois","10.5281/zenodo.1009131","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1009131",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-10-11T15:05:25.000Z","2017-10-11T15:05:26.000Z","2017","2020-09-19T01:24:54.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1009170","dois","10.5281/zenodo.1009170","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1009170",3,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,2,3,0,0,0,1,"2017-10-11T19:24:04.000Z","2017-10-11T19:24:05.000Z","2017","2020-09-19T01:26:57.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1034426","dois","10.5281/zenodo.1034426","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1034426",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-10-21T00:20:35.000Z","2017-10-21T00:20:35.000Z","2017","2020-09-19T01:35:28.000Z","cern.zenodo","clients",NA
"Minnesota","10.11578/dc.20171025.1758","dois","10.11578/dc.20171025.1758","University of Minnesota",NA,NA,NA,NA,NA,NA,NA,2015,"en","COMP","misc","article","SoftwareSourceCode","Virtual Flow Simulator","Software",NA,"https://www.osti.gov/doecode/biblio/4195",0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-10-25T15:41:53.000Z","2017-10-25T15:41:53.000Z","2015","2020-09-19T01:47:25.000Z","doe.osti","clients",NA
"Minnesota","10.5281/zenodo.1049133","dois","10.5281/zenodo.1049133","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1049133",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-11-15T00:10:59.000Z","2017-11-15T00:10:59.000Z","2017","2020-09-19T06:57:39.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1049132","dois","10.5281/zenodo.1049132","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1049132",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2017-11-15T00:11:00.000Z","2017-11-15T00:11:00.000Z","2017","2020-09-19T06:57:39.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1051187","dois","10.5281/zenodo.1051187","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,"en","COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1051187",2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2017-11-16T15:54:05.000Z","2017-11-16T15:54:05.000Z","2017","2020-09-19T07:03:06.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1051186","dois","10.5281/zenodo.1051186","Zenodo",NA,NA,NA,NA,NA,NA,NA,2017,"en","COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1051186",2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,1,0,"2017-11-16T15:54:06.000Z","2017-11-16T15:54:07.000Z","2017","2020-09-19T07:03:07.000Z","cern.zenodo","clients",NA
"Minnesota","10.24433/co.c40ac246-4a5c-4e67-84e8-dd96b0c112e1","dois","10.24433/co.c40ac246-4a5c-4e67-84e8-dd96b0c112e1","Code Ocean",NA,NA,NA,NA,NA,NA,NA,2017,"en","COMP","misc","article","SoftwareSourceCode","Capsule","Software",NA,"https://codeocean.com/2017/11/28/sparta-colon-sparse-phase-retrieval-via-truncated-amplitude-flow",2,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,0,"2017-11-28T22:51:49.000Z","2017-11-28T22:51:50.000Z","2017","2020-08-03T09:44:30.000Z","ocean.ocean","clients",NA
"Minnesota","10.5281/zenodo.1145467","dois","10.5281/zenodo.1145467","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1145467",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-01-10T23:16:57.000Z","2018-01-10T23:16:58.000Z","2018","2020-09-19T20:43:44.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1156478","dois","10.5281/zenodo.1156478","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1156478",5,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-01-22T05:38:41.000Z","2018-01-22T05:38:41.000Z","2018","2020-09-19T21:00:22.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1164984","dois","10.5281/zenodo.1164984","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1164984",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-02-02T20:33:55.000Z","2018-02-02T20:33:56.000Z","2018","2020-09-19T23:11:05.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1167833","dois","10.5281/zenodo.1167833","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1167833",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-02-06T17:09:46.000Z","2018-02-06T17:09:47.000Z","2018","2020-09-19T23:18:17.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1168744","dois","10.5281/zenodo.1168744","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1168744",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-02-08T01:27:52.000Z","2018-02-08T01:27:53.000Z","2018","2020-09-19T23:21:12.000Z","cern.zenodo","clients",NA
"Minnesota","10.24433/co.5eb70f0a-1152-491e-8b1d-99477a23d562","dois","10.24433/co.5eb70f0a-1152-491e-8b1d-99477a23d562","Code Ocean",NA,NA,NA,NA,NA,NA,NA,2018,"en","COMP","misc","article","SoftwareSourceCode","Capsule","Software",NA,"https://codeocean.com/2018/03/05/surface-curvature-from-kinetic-depth-can-affect-lightness-lpar-experiment-1-rpar",2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-03-05T15:09:23.000Z","2018-03-05T15:09:23.000Z","2018","2020-08-03T09:44:55.000Z","ocean.ocean","clients",NA
"Minnesota","10.24433/co.c6d54a86-e380-4d5c-ba9e-97a7159f244f","dois","10.24433/co.c6d54a86-e380-4d5c-ba9e-97a7159f244f","Code Ocean",NA,NA,NA,NA,NA,NA,NA,2018,"en","COMP","misc","article","SoftwareSourceCode","Capsule","Software",NA,"https://codeocean.com/2018/03/07/surface-curvature-from-kinetic-depth-can-affect-lightness-lpar-experiment-2-rpar",2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-03-07T16:49:18.000Z","2018-03-07T16:49:18.000Z","2018","2020-08-03T09:44:56.000Z","ocean.ocean","clients",NA
"Minnesota","10.5281/zenodo.1201460","dois","10.5281/zenodo.1201460","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1201460",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-03-16T16:32:44.000Z","2018-03-16T16:32:45.000Z","2018","2020-09-20T00:18:25.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1201459","dois","10.5281/zenodo.1201459","Zenodo",NA,NA,NA,NA,NA,NA,NA,2019,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v0.2.3","https://zenodo.org/record/1201459",4,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,4,0,"2018-03-16T16:32:45.000Z","2018-03-16T16:32:46.000Z","2019","2020-09-20T00:18:25.000Z","cern.zenodo","clients",NA
"Minnesota","10.24433/co.abd8b483-c5e3-4382-a493-1fc5aecb0f1d","dois","10.24433/co.abd8b483-c5e3-4382-a493-1fc5aecb0f1d","Code Ocean",NA,NA,NA,NA,NA,NA,NA,2018,"en","COMP","misc","article","SoftwareSourceCode","Capsule","Software",NA,"https://codeocean.com/2018/03/18/data-availability-reusability-and-analytic-reproducibility-colon-evaluating-the-impact-of-a-mandatory-open-data-policy-at-the-journal-cognition",2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-03-18T22:01:04.000Z","2018-03-18T22:01:05.000Z","2018","2020-08-03T09:45:02.000Z","ocean.ocean","clients",NA
"Minnesota","10.5281/zenodo.1225670","dois","10.5281/zenodo.1225670","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1225670",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-04-20T18:22:30.000Z","2018-04-20T18:22:30.000Z","2018","2020-09-20T01:12:09.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1225669","dois","10.5281/zenodo.1225669","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1225669",1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2018-04-20T18:22:31.000Z","2018-04-20T18:22:31.000Z","2018","2020-09-20T01:12:10.000Z","cern.zenodo","clients",NA
"Minnesota","10.5281/zenodo.1241153","dois","10.5281/zenodo.1241153","Zenodo",NA,NA,NA,NA,NA,NA,NA,2018,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",NA,"https://zenodo.org/record/1241153",0,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-05-04T16:22:54.000Z","2018-05-04T16:22:54.000Z","2018","2020-09-20T02:08:00.000Z","cern.zenodo","clients",NA
