"institution","id","type","DOI","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","URL","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue","group","member","reference-count","title","created.date-parts2","created.date-parts3","created.date-time","created.timestamp","name","doi","url","container.title","publisher_plus"
"Cornell","10.5281/zenodo.3603275","dois","10.5281/zenodo.3603275","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","0.2.7","https://zenodo.org/record/3603275",0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2020-01-09T15:34:29Z","2020-01-09T15:34:30Z",NA,"2020-07-30T20:57:47Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3606573","dois","10.5281/zenodo.3606573","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","0.7.2","https://zenodo.org/record/3606573",0,NA,"mds",TRUE,"findable",NA,135,0,0,2,0,0,0,0,"2020-01-13T15:24:40Z","2020-01-13T15:24:40Z",NA,"2020-07-30T21:05:54Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3630601","dois","10.5281/zenodo.3630601","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v1.15.4","https://zenodo.org/record/3630601",0,NA,"mds",TRUE,"findable",NA,7,0,0,0,0,0,0,0,"2020-01-29T16:40:24Z","2020-01-29T16:40:24Z",NA,"2020-07-30T21:51:55Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3633833","dois","10.5281/zenodo.3633833","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v2.2.5","https://zenodo.org/record/3633833",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-01T23:34:50Z","2020-02-01T23:34:50Z",NA,"2022-10-08T09:51:09Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3633844","dois","10.5281/zenodo.3633844","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v3.1.3","https://zenodo.org/record/3633844",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-01T23:55:09Z","2020-02-01T23:55:10Z",NA,"2022-10-08T09:51:09Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3633877","dois","10.5281/zenodo.3633877","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v3.2.0rc3","https://zenodo.org/record/3633877",11,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-02T04:23:48Z","2020-02-02T04:23:49Z",NA,"2022-10-08T09:51:09Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3634043","dois","10.5281/zenodo.3634043","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v10.0","https://zenodo.org/record/3634043",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-02T19:05:42Z","2020-02-02T19:26:03Z",NA,"2020-07-30T22:01:30Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3634799","dois","10.5281/zenodo.3634799","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v10.0.1","https://zenodo.org/record/3634799",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-03T16:02:05Z","2020-02-04T00:34:19Z",NA,"2020-07-30T22:03:10Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3635782","dois","10.5281/zenodo.3635782","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020","en","COMP","misc","article","SoftwareSourceCode",NA,"Software","0.4.1","https://zenodo.org/record/3635782",0,NA,"mds",TRUE,"findable",NA,1,0,0,0,0,0,0,1,"2020-02-04T13:48:29Z","2020-02-04T13:48:30Z",NA,"2020-07-30T22:06:18Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3635781","dois","10.5281/zenodo.3635781","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020","en","COMP","misc","article","SoftwareSourceCode",NA,"Software","0.4.1","https://zenodo.org/record/3635781",0,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2020-02-04T13:48:30Z","2020-02-04T13:48:30Z",NA,"2020-07-30T22:06:18Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3636013","dois","10.5281/zenodo.3636013","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v10.0.2","https://zenodo.org/record/3636013",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-04T16:15:31Z","2020-02-04T16:15:32Z",NA,"2020-07-30T22:06:04Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3647546","dois","10.5281/zenodo.3647546","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","v3.4.2","https://zenodo.org/record/3647546",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-05T19:57:11Z","2020-02-05T19:57:11Z",NA,"2020-07-30T22:10:00Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cornell","10.5281/zenodo.3647568","dois","10.5281/zenodo.3647568","Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software","0.2.8","https://zenodo.org/record/3647568",0,NA,"mds",TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2020-02-05T20:48:58Z","2020-02-05T20:48:59Z",NA,"2020-07-30T22:10:11Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
